"make" "address" "all" "xd" "our" "over" "remove" "internet" "order" "mail" "receive" "will" "people" "report" "addresses" "free" "business" "email" "you" "credit" "your" "font" "x000" "money" "hp" "hpl" "george" "x650" "lab" "labs" "telnet" "x857" "data" "x415" "x85" "technology" "x1999" "parts" "pm" "direct" "cs" "meeting" "original" "project" "re" "edu" "table" "conference" "x." "x.." "x...1" "x..1" "x..2" "x..3" "crla" "crll" "crrt" "classdigit" "class" "classdigit.1" "X" "V1" "X.1"
.47 .31 .47 0 .05 .13 .05 .26 .44 .76 .26 .97 .58 1.26 0 .26 .44 0 3.25 0 1.5 0 1.05 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .02 0 0 0 .004 .066 0 .322 .764 .159 6.1 193 3038 1 "spam" "1" 1 0 "1"
.59 .44 .29 0 .14 .03 .03 .14 .56 .67 .29 .67 .59 1.23 .03 .22 .44 .07 3.43 0 1.53 0 .59 .63 0 0 0 0 0 0 0 0 0 0 .03 0 0 0 0 0 0 0 0 0 .07 0 0 0 0 .075 0 .613 .532 .137 7.3 763 2453 1 "spam" "1" 1 0 "1"
.59 .44 .29 0 .14 .03 .03 .14 .56 .67 .29 .67 .59 1.23 .03 .22 .44 .07 3.43 0 1.53 0 .59 .63 0 0 0 0 0 0 0 0 0 0 .03 0 0 0 0 0 0 0 0 0 .07 0 0 0 0 .075 0 .612 .531 .137 7.3 763 2453 1 "spam" "1" 1 0 "1"
.46 0 .46 0 0 0 0 .46 0 0 0 1.38 0 0 2.31 0 .46 .46 2.77 0 2.31 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .46 0 0 0 0 0 0 0 0 0 .494 0 .082 .823 0 3.4 12 102 1 "spam" "1" 1 0 "1"
0 0 .46 0 0 0 .46 0 0 0 .46 0 0 0 0 0 0 1.4 1.87 0 0 .93 .46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .46 0 0 0 0 0 0 0 0 0 2.676 32 91 1 "spam" "1" 1 0 "1"
0 .35 .7 0 .35 0 0 0 0 0 0 .7 0 0 0 1.05 0 .7 2.11 0 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .35 0 0 0 0 .122 0 1.284 0 0 3.639 61 313 1 "spam" "1" 1 0 "1"
0 .43 .43 0 .43 0 0 0 0 0 0 .43 0 0 0 .43 0 .86 1.29 0 .86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .147 0 .736 0 0 2.81 61 222 1 "spam" "1" 1 0 "1"
0 0 0 0 0 .6 0 0 0 1.21 0 0 0 0 0 .6 0 0 1.21 0 0 0 .6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .207 .518 .414 .31 0 0 4.897 17 191 1 "spam" "1" 1 0 "1"
1.24 .41 1.24 0 0 0 0 0 0 0 0 .41 0 0 0 .41 0 .82 3.73 0 1.24 0 0 .41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .41 0 0 0 0 .065 0 .461 .527 0 3.166 19 114 1 "spam" "1" 1 0 "1"
0 0 0 0 4.25 0 .7 0 0 0 0 0 0 0 0 2.83 0 0 4.96 0 1.41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .38 0 0 1.153 3 30 1 "spam" "1" 1 0 "1"
0 0 .64 0 0 .64 0 0 0 0 0 0 0 0 0 .64 0 0 2.59 0 0 0 .64 0 0 0 0 0 0 0 0 0 0 0 0 0 .64 0 0 0 0 0 0 0 0 0 0 0 .094 .189 .284 .662 0 0 10.068 131 292 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 .305 .611 0 1.529 0 0 5.5 22 66 1 "spam" "1" 1 0 "1"
0 0 .64 0 0 .64 0 0 0 0 0 0 0 0 0 .64 0 0 2.59 0 0 0 .64 0 0 0 0 0 0 0 0 0 0 0 0 0 .64 0 0 0 0 0 0 0 0 0 0 0 .094 .189 .284 .662 0 0 10.068 131 292 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 .305 .611 0 1.529 0 0 5.5 22 66 1 "spam" "1" 1 0 "1"
0 0 .64 0 0 .64 0 0 0 0 0 0 0 0 0 .64 0 0 2.59 0 0 0 .64 0 0 0 0 0 0 0 0 0 0 0 0 0 .64 0 0 0 0 0 0 0 0 0 0 0 .094 .189 .284 .662 0 0 10.068 131 292 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 .305 .611 0 1.529 0 0 5.5 22 66 1 "spam" "1" 1 0 "1"
0 0 0 0 0 .79 0 0 0 0 0 0 0 0 0 .79 0 0 1.58 0 0 0 .79 0 0 0 0 0 0 0 0 0 0 0 0 0 .79 0 0 0 0 0 0 0 0 0 0 0 .115 .231 .347 .462 0 0 5.793 22 168 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 .305 .611 0 1.529 0 0 5.5 22 66 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 1.96 0 0 1.96 0 1.96 0 0 0 0 0 0 3.92 0 1.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.166 60 74 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 2.46 0 0 0 0 0 0 0 0 2.46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.907 0 0 1.285 7 36 1 "spam" "1" 1 0 "1"
0 0 0 0 0 .79 0 0 0 0 0 0 0 0 0 0 0 0 2.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .147 0 0 0 0 2.913 27 67 1 "spam" "1" 1 0 "1"
0 0 .76 0 .38 0 .76 0 0 0 0 .38 0 0 0 0 0 .76 1.52 0 .76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .177 .059 3.836 79 211 1 "spam" "1" 1 0 "1"
0 0 0 0 .95 0 0 0 0 0 0 0 0 0 0 0 0 .47 .95 0 .95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .365 0 0 0 0 1.238 6 78 1 "spam" "1" 1 0 "1"
.12 1.76 .63 0 .88 0 .12 .5 .25 3.9 .5 .88 .12 0 0 .25 .12 0 2.9 .25 1.38 0 1.13 .12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .12 0 0 0 0 0 .019 .379 .159 0 .119 0 4.155 38 507 1 "spam" "1" 1 0 "1"
0 0 1.02 0 .51 0 0 0 0 0 0 0 0 0 0 .51 0 0 1.53 0 1.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .51 0 0 0 0 .09 0 .542 0 0 1.972 19 146 1 "spam" "1" 1 0 "1"
.05 .3 .4 0 .1 .05 0 .05 .1 0 0 .3 .2 0 .05 0 0 .5 1.55 .3 .75 0 .15 .2 .05 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .05 .05 0 0 0 0 .045 0 .054 .118 0 2.37 96 588 1 "spam" "1" 1 0 "1"
.05 .3 .4 0 .1 .05 0 .05 .1 0 0 .3 .2 0 .05 0 0 .5 1.55 .3 .75 0 .15 .2 .05 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .05 .05 0 0 0 0 .036 0 .054 .118 0 2.379 96 583 1 "spam" "1" 1 0 "1"
0 0 0 0 1.28 0 2.56 1.28 1.28 1.28 1.28 1.28 0 0 0 0 5.12 0 2.56 1.28 5.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .542 0 0 102.666 304 308 1 "spam" "1" 1 0 "1"
0 .55 .55 0 2.23 0 1.11 0 0 0 0 .55 .55 0 0 .55 2.79 0 3.91 0 1.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .248 0 1.158 .331 0 4.875 140 195 1 "spam" "1" 1 0 "1"
.05 .3 .4 0 .1 .05 0 .05 .1 0 0 .3 .2 0 .05 0 0 .5 1.55 .3 .75 0 .15 .2 .05 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .05 .05 0 0 0 0 .045 0 .054 .118 0 2.37 96 588 1 "spam" "1" 1 0 "1"
.05 .3 .4 0 .1 .05 0 .05 .1 0 0 .3 .2 0 .05 0 0 .5 1.55 .3 .75 0 .15 .2 .05 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .05 .05 0 0 0 0 .036 0 .054 .118 0 2.379 96 583 1 "spam" "1" 1 0 "1"
.5 .46 .34 0 .15 .03 0 .19 .57 .65 .3 .73 .65 1.27 .03 .23 .42 0 3.08 0 1.34 0 .5 .5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .03 0 0 0 .011 .077 0 .335 1.281 .125 7.202 595 2413 1 "spam" "1" 1 0 "1"
0 .32 .8 0 .32 0 .16 0 0 .48 .16 0 .16 0 .16 .16 0 .8 .16 .16 .64 0 0 0 0 0 0 .16 0 0 0 0 .16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .271 .024 .049 5.709 149 982 1 "spam" "1" 1 0 "1"
0 0 0 0 .92 0 .3 0 0 0 0 0 0 0 0 0 0 0 .3 0 .61 0 .61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .046 0 0 .092 .322 0 2.074 49 278 1 "spam" "1" 1 0 "1"
.16 0 .67 0 .33 .16 .33 .84 .16 .5 .33 1.51 0 0 0 0 1.68 .33 2.18 1.68 3.69 0 0 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .16 0 0 0 0 0 0 0 0 0 .19 0 1.194 .054 0 5.567 101 657 1 "spam" "1" 1 0 "1"
.5 0 .5 0 1.51 0 0 0 0 0 .5 1.01 0 0 0 0 0 0 4.04 0 3.03 0 0 0 0 0 0 0 0 0 0 0 0 0 .5 0 0 0 0 0 0 0 0 0 1.01 0 0 0 0 .089 0 .089 .178 0 3.416 53 164 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 .59 0 0 0 0 1.19 0 0 0 0 0 .59 4.76 0 1.19 0 0 .59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .427 0 0 10 33 170 1 "spam" "1" 1 0 "1"
0 0 0 0 1.6 0 .4 1.2 0 .4 0 .8 0 0 0 0 1.6 .4 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .706 .212 0 1.838 13 114 1 "spam" "1" 1 0 "1"
.41 0 .41 0 0 .41 0 0 0 0 0 2.07 0 0 0 .41 0 0 7.05 0 2.48 0 .82 .41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .97 .149 0 32.142 335 450 1 "spam" "1" 1 0 "1"
0 0 .38 0 .76 0 .38 0 0 1.14 0 0 0 0 0 .38 .76 0 3.04 0 1.52 0 .38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.14 0 0 0 0 .299 0 .598 .179 0 4.523 78 285 1 "spam" "1" 1 0 "1"
0 0 0 0 .4 .4 .4 .4 0 0 .4 0 0 0 0 .4 0 0 4 0 2 0 0 .4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .121 0 0 1.979 12 95 1 "spam" "1" 1 0 "1"
0 0 1.12 0 .56 0 0 0 0 .56 0 0 0 0 0 .56 0 0 2.25 0 1.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .56 0 0 0 0 .101 0 .606 0 0 2.36 19 144 1 "spam" "1" 1 0 "1"
0 0 .8 0 1.44 .16 .16 0 0 0 0 .64 .8 0 0 0 .16 .16 1.6 0 .47 0 .64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .024 0 .299 .174 0 1.891 24 174 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 0 0 0 .215 0 .215 .431 0 4 25 76 1 "spam" "1" 1 0 "1"
0 .39 .39 0 .19 0 0 .19 0 0 .39 .39 0 0 0 .98 .19 .39 .59 0 .78 0 .19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .19 0 0 0 0 0 0 0 0 0 .128 0 .16 .16 0 2.128 31 730 1 "spam" "1" 1 0 "1"
0 .39 .39 0 .19 0 0 .19 0 0 .39 .39 0 0 0 .98 .19 .39 .59 0 .78 0 .19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .19 0 0 0 0 0 0 0 0 0 .128 0 .16 .16 0 2.128 31 730 1 "spam" "1" 1 0 "1"
1 0 .33 0 .66 .66 0 0 0 0 0 .33 .66 0 0 .66 .66 0 2.33 0 .33 0 1.66 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .06 0 .12 .541 0 5.428 21 304 1 "spam" "1" 1 0 "1"
0 0 0 0 1.49 0 0 0 0 0 0 0 0 0 0 2.98 0 1.49 0 0 1.49 0 0 0 1.49 1.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 2 11 1 "spam" "1" 1 0 "1"
0 0 0 0 1.65 0 0 0 .82 0 0 1.65 0 0 0 .82 0 0 1.65 0 .82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .415 0 0 0 0 1.769 11 69 1 "spam" "1" 1 0 "1"
1 0 .33 0 .66 .66 0 0 0 0 0 .33 .66 0 0 .66 .66 0 2.33 0 .33 0 1.66 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .06 0 .12 .541 0 5.428 21 304 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 1.58 0 0 0 0 0 1.58 0 0 0 0 0 1.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .558 .279 0 3.272 23 36 1 "spam" "1" 1 0 "1"
.5 .46 .34 0 .15 .03 0 .19 .57 .65 .3 .73 .65 1.27 .03 .23 .42 0 3.08 0 1.34 0 .5 .5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .03 0 0 0 .011 .077 0 .335 1.281 .125 7.202 595 2413 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 1.58 0 0 0 0 0 1.58 0 0 0 0 0 1.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .558 .279 0 3.272 23 36 1 "spam" "1" 1 0 "1"
0 0 1.38 0 0 0 0 0 0 0 0 1.38 0 0 0 2.77 0 4.16 4.16 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .715 0 0 1.181 2 13 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 0 0 0 .215 0 .215 .431 0 4.277 27 77 1 "spam" "1" 1 0 "1"
1 0 .33 0 .66 .66 0 0 0 0 0 .33 .66 0 0 .66 .66 0 2.33 0 .33 0 1.66 .33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .06 0 .12 .541 0 5.428 21 304 1 "spam" "1" 1 0 "1"
0 .29 .72 0 .29 0 .14 0 0 .43 .29 0 .14 0 .14 .14 0 .72 .58 .14 .43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .14 0 0 0 0 .14 0 0 0 0 0 0 .865 .023 .046 5.133 132 1001 1 "spam" "1" 1 0 "1"
.36 0 1.09 0 0 0 0 0 0 0 0 .72 1.81 0 0 0 0 0 .72 0 1.09 0 0 .72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .063 .126 0 .063 .126 0 2.562 35 123 1 "spam" "1" 1 0 "1"
0 0 .27 0 .81 .81 0 2.98 .54 .81 .27 .54 .27 0 0 .81 1.63 .27 2.17 1.35 2.44 0 0 .27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .04 0 .565 .121 0 1.617 18 131 1 "spam" "1" 1 0 "1"
.39 0 .39 0 0 .39 0 0 0 0 0 .39 .78 0 0 0 1.17 .78 3.13 0 1.17 0 0 1.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .261 0 0 1.461 19 114 1 "spam" "1" 1 0 "1"
0 .56 .56 0 2.25 0 1.12 0 0 0 0 .56 .56 0 0 .56 2.82 0 3.95 0 1.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .247 0 1.32 .33 0 5.135 140 190 1 "spam" "1" 1 0 "1"
.67 0 .67 0 2.7 0 0 0 0 0 0 0 0 0 0 0 .67 .67 4.05 0 1.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .2 0 0 1.064 3 33 1 "spam" "1" 1 0 "1"
0 0 .62 0 .62 0 0 0 0 .62 0 0 0 0 0 .62 0 0 1.24 0 .62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .105 0 1.055 0 0 2.033 16 120 1 "spam" "1" 1 0 "1"
0 0 1.68 0 .33 0 0 0 0 .33 0 0 0 0 0 .33 0 0 2.02 0 .67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .33 0 0 0 0 .06 0 .484 0 0 1.796 19 203 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 4.76 0 4.76 0 0 4.76 0 2.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.375 11 38 1 "spam" "1" 1 0 "1"
0 0 0 0 1.31 0 1.31 1.31 1.31 1.31 0 0 0 0 0 0 1.31 0 1.31 1.31 3.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .117 .117 0 48.5 186 291 1 "spam" "1" 1 0 "1"
0 0 0 0 1.36 .45 .45 0 0 0 0 0 .45 0 0 .45 .45 .45 1.81 0 .9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .135 0 .135 0 0 5.571 46 117 1 "spam" "1" 1 0 "1"
.42 0 0 0 .85 .85 0 0 0 .42 0 2.13 0 0 0 0 1.7 0 .85 0 .85 0 0 .42 0 0 0 0 0 0 0 0 0 0 0 .42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.088 0 0 5.714 107 200 1 "spam" "1" 1 0 "1"
0 0 0 0 .27 0 0 0 0 .83 0 0 0 0 0 0 0 0 .27 0 .27 8.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .092 0 .185 .232 7.313 99 607 1 "spam" "1" 1 0 "1"
0 0 0 0 .43 0 0 0 0 .65 0 0 0 0 0 .43 0 .21 .21 0 .43 6.75 0 0 .21 .21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .073 .146 .146 .183 6.233 99 642 1 "spam" "1" 1 0 "1"
.46 0 .46 0 0 0 0 .46 0 0 0 1.38 0 0 2.31 0 .46 .46 2.77 0 2.31 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .46 0 0 0 0 0 0 0 0 0 .49 0 .081 .816 0 3.4 12 102 1 "spam" "1" 1 0 "1"
.14 .14 .29 0 .29 .29 0 .29 0 0 .29 0 .14 0 0 .87 .29 .43 3.66 0 1.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .29 0 0 0 0 0 0 0 .58 0 0 0 0 .024 0 .265 0 0 3.121 38 437 1 "spam" "1" 1 0 "1"
0 .34 .68 0 0 0 .34 0 0 .34 0 0 0 0 .34 .68 0 1.37 1.03 0 1.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .094 0 0 0 0 3.131 13 119 1 "spam" "1" 1 0 "1"
.46 0 .46 0 0 0 0 .46 0 0 0 1.38 0 0 2.31 0 .46 .46 2.77 0 2.31 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .46 0 0 0 0 0 0 0 0 0 .49 0 .081 .816 0 3.4 12 102 1 "spam" "1" 1 0 "1"
.62 0 .62 0 0 0 .62 0 0 0 0 3.1 0 0 0 0 1.24 1.24 5.59 0 1.86 0 0 .62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .31 0 .517 0 0 3.363 22 111 1 "spam" "1" 1 0 "1"
0 0 0 0 2.1 0 1.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5 34 108 1 "spam" "1" 1 0 "1"
0 .71 .35 0 .35 0 0 0 0 0 0 .71 0 0 0 .35 0 1.42 1.77 0 1.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .058 0 .7 0 0 3.768 61 260 1 "spam" "1" 1 0 "1"
0 .3 .61 0 .3 0 .15 0 0 .45 .15 0 .15 0 .15 .15 0 .76 .15 .15 .76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .15 0 0 0 0 0 0 0 0 0 0 0 .567 .024 .049 5.425 132 944 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 .57 0 0 .57 0 1.15 .57 0 0 0 0 .57 4.62 0 1.15 0 0 .57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .518 0 0 10.117 33 172 1 "spam" "1" 1 0 "1"
.52 0 2.38 0 .26 0 .26 0 .52 0 .26 0 0 0 0 .79 0 0 1.32 0 1.05 0 0 .52 0 0 0 0 0 0 0 0 .26 0 0 .26 .26 0 .52 0 0 0 0 0 0 0 0 0 0 .656 0 .31 0 0 5.549 71 566 1 "spam" "1" 1 0 "1"
.17 0 .08 0 .42 .08 .08 .42 .08 .08 0 .6 .17 .17 0 0 .17 .08 1.2 0 3.17 0 .34 .08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .081 .027 .095 .013 0 4.07 48 574 1 "spam" "1" 1 0 "1"
0 0 1 0 .5 0 0 0 0 .5 0 0 0 0 0 .5 0 0 2.5 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .5 0 0 0 0 .357 0 .892 0 0 2 19 172 1 "spam" "1" 1 0 "1"
0 0 .54 0 .54 0 0 0 0 .54 0 0 0 0 0 .54 0 0 1.64 0 .54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .54 0 0 0 0 .096 0 1.443 0 0 1.969 16 130 1 "spam" "1" 1 0 "1"
0 0 0 0 0 .78 0 2.34 0 .78 .78 1.56 0 0 0 0 .78 0 3.12 0 .78 0 .78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .889 0 0 2.13 15 49 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 2.04 0 0 1.02 0 0 0 0 0 0 0 4.08 0 1.02 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .968 0 0 2.179 18 85 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 2 11 1 "spam" "1" 1 0 "1"
.44 0 0 0 .89 0 0 0 0 .44 0 1.34 0 0 0 .44 0 0 4.03 0 1.79 0 0 .44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .44 0 0 0 0 0 0 .944 .145 .072 2.451 28 152 1 "spam" "1" 1 0 "1"
0 .66 .66 0 .33 0 0 0 0 0 0 .66 0 0 0 .33 0 1.32 2.64 0 1.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .33 0 0 0 0 .053 0 .583 0 0 4.024 121 326 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 2.04 0 0 1.02 0 0 0 0 0 0 0 4.08 0 1.02 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .969 0 0 2.179 18 85 1 "spam" "1" 1 0 "1"
.34 .25 .25 0 .08 .43 .08 .25 .08 1.46 .34 .51 .94 0 .17 .08 0 0 3.01 0 .77 .17 .34 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .17 0 0 0 0 .048 0 .258 .258 .113 5.297 300 694 1 "spam" "1" 1 0 "1"
.34 .26 .26 0 .08 .43 .08 .26 .08 1.47 .34 .52 .95 0 .17 .08 0 0 3.03 0 .78 0 .34 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .17 0 0 0 0 .048 0 .259 .259 .064 3.335 62 537 1 "spam" "1" 1 0 "1"
.43 0 0 0 .87 .87 0 0 0 .43 0 2.18 0 0 0 0 1.74 0 .87 0 .87 0 0 .43 0 0 0 0 0 0 0 0 0 0 0 .43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .835 0 0 5.114 107 179 1 "spam" "1" 1 0 "1"
